inspection_id,restaurant_id,inspection_type,date,result,score,inspector_id,notes,pass
4583,876,Routine,2025-01-15,Pass w/ Conditions,41,INSP5580,Inspection notes for inspection 4583,True
4584,97,License,2024-08-02,Pass w/ Conditions,71,INSP9936,Inspection notes for inspection 4584,True
4585,334,Routine,2025-05-11,Fail,3,INSP9882,Inspection notes for inspection 4585,False
4586,139,License,2019-09-21,Fail,13,INSP9628,Inspection notes for inspection 4586,False
4587,606,Follow-up,2022-02-13,Pass,6,INSP9242,Inspection notes for inspection 4587,True
4588,730,Routine,2024-12-28,Fail,69,INSP3739,Inspection notes for inspection 4588,False
4589,865,Follow-up,2021-05-15,Pass w/ Conditions,24,INSP8772,Inspection notes for inspection 4589,True
4590,258,Follow-up,2016-08-31,Pass w/ Conditions,64,INSP6570,Inspection notes for inspection 4590,True
4591,902,Routine,2020-04-30,Pass w/ Conditions,0,INSP2921,Inspection notes for inspection 4591,True
4592,413,Follow-up,2024-01-13,Pass,47,INSP9222,Inspection notes for inspection 4592,True
4593,850,Complaint,2023-06-14,Fail,78,INSP8794,Inspection notes for inspection 4593,False
4594,691,Complaint,2018-10-09,Fail,78,INSP6042,Inspection notes for inspection 4594,False
4595,501,Complaint,2017-11-13,Pass,89,INSP5520,Inspection notes for inspection 4595,True
4596,19,Follow-up,2024-05-20,Pass w/ Conditions,96,INSP9816,Inspection notes for inspection 4596,True
4597,834,Complaint,2024-06-18,Pass,66,INSP7846,Inspection notes for inspection 4597,True
4598,195,Complaint,2017-10-21,Pass w/ Conditions,85,INSP6841,Inspection notes for inspection 4598,True
4599,330,Follow-up,2025-04-04,Pass,16,INSP9561,Inspection notes for inspection 4599,True
4600,324,License,2017-10-18,Fail,31,INSP5834,Inspection notes for inspection 4600,False
4601,74,Routine,2016-01-27,Pass,91,INSP2138,Inspection notes for inspection 4601,True
4602,15,License,2017-03-16,Pass w/ Conditions,23,INSP7672,Inspection notes for inspection 4602,True
4603,387,License,2019-12-24,Pass,32,INSP4897,Inspection notes for inspection 4603,True
4604,38,Routine,2016-10-30,Fail,6,INSP2997,Inspection notes for inspection 4604,False
4605,309,License,2019-02-03,Pass w/ Conditions,64,INSP7652,Inspection notes for inspection 4605,True
4606,853,Routine,2018-12-05,Pass,96,INSP9944,Inspection notes for inspection 4606,True
4607,460,Routine,2017-10-05,Fail,3,INSP6078,Inspection notes for inspection 4607,False
4608,379,Complaint,2017-06-28,Fail,28,INSP4116,Inspection notes for inspection 4608,False
4609,254,License,2019-10-31,Pass w/ Conditions,99,INSP9575,Inspection notes for inspection 4609,True
4610,9,Follow-up,2020-06-10,Fail,31,INSP9028,Inspection notes for inspection 4610,False
4611,887,Follow-up,2015-11-03,Fail,0,INSP9439,Inspection notes for inspection 4611,False
4612,470,License,2021-01-12,Pass,4,INSP6752,Inspection notes for inspection 4612,True
4613,218,License,2019-08-04,Pass,94,INSP8403,Inspection notes for inspection 4613,True
4614,566,Follow-up,2021-06-27,Pass w/ Conditions,16,INSP5338,Inspection notes for inspection 4614,True
4615,503,Routine,2021-01-10,Fail,4,INSP2508,Inspection notes for inspection 4615,False
4616,599,Routine,2022-08-25,Pass,81,INSP8129,Inspection notes for inspection 4616,True
4617,530,Routine,2020-05-30,Pass,46,INSP4805,Inspection notes for inspection 4617,True
4618,882,Routine,2018-11-06,Pass,84,INSP7587,Inspection notes for inspection 4618,True
4619,739,License,2025-04-04,Fail,5,INSP8789,Inspection notes for inspection 4619,False
4620,224,Follow-up,2021-05-12,Fail,38,INSP8595,Inspection notes for inspection 4620,False
4621,404,Routine,2023-01-27,Pass w/ Conditions,17,INSP8702,Inspection notes for inspection 4621,True
4622,675,Routine,2021-06-11,Fail,52,INSP7794,Inspection notes for inspection 4622,False
4623,183,License,2018-12-18,Pass,82,INSP5482,Inspection notes for inspection 4623,True
4624,632,Routine,2018-11-11,Pass w/ Conditions,65,INSP9197,Inspection notes for inspection 4624,True
4625,353,Follow-up,2020-09-16,Fail,77,INSP1478,Inspection notes for inspection 4625,False
4626,270,License,2023-02-22,Pass,45,INSP2410,Inspection notes for inspection 4626,True
4627,641,License,2021-03-11,Fail,8,INSP4861,Inspection notes for inspection 4627,False
4628,826,Complaint,2020-02-22,Fail,84,INSP7504,Inspection notes for inspection 4628,False
4629,388,Follow-up,2021-06-21,Pass,100,INSP9126,Inspection notes for inspection 4629,True
4630,994,License,2024-10-25,Pass w/ Conditions,75,INSP3136,Inspection notes for inspection 4630,True
4631,776,Complaint,2021-08-25,Fail,98,INSP1212,Inspection notes for inspection 4631,False
4632,893,Routine,2020-09-15,Pass,3,INSP9985,Inspection notes for inspection 4632,True
4633,607,License,2015-06-16,Pass w/ Conditions,43,INSP3824,Inspection notes for inspection 4633,True
4634,864,License,2015-10-11,Pass w/ Conditions,26,INSP6460,Inspection notes for inspection 4634,True
4635,283,License,2017-06-16,Pass,84,INSP2649,Inspection notes for inspection 4635,True
4636,219,Routine,2019-10-24,Pass,87,INSP1366,Inspection notes for inspection 4636,True
4637,543,Routine,2019-03-08,Pass,87,INSP6696,Inspection notes for inspection 4637,True
4638,533,Complaint,2023-12-04,Pass w/ Conditions,85,INSP4975,Inspection notes for inspection 4638,True
4639,227,License,2018-10-22,Fail,77,INSP7328,Inspection notes for inspection 4639,False
4640,650,Routine,2020-10-05,Pass,39,INSP4891,Inspection notes for inspection 4640,True
4641,720,Routine,2019-10-07,Fail,35,INSP3201,Inspection notes for inspection 4641,False
4642,369,Follow-up,2022-07-04,Pass w/ Conditions,57,INSP5102,Inspection notes for inspection 4642,True
4643,455,Routine,2015-08-01,Pass w/ Conditions,99,INSP8029,Inspection notes for inspection 4643,True
4644,851,License,2016-07-10,Fail,57,INSP3347,Inspection notes for inspection 4644,False
4645,940,Complaint,2024-04-30,Fail,1,INSP2834,Inspection notes for inspection 4645,False
4646,250,License,2021-12-05,Pass w/ Conditions,94,INSP5981,Inspection notes for inspection 4646,True
4647,171,Complaint,2024-01-02,Pass w/ Conditions,91,INSP6384,Inspection notes for inspection 4647,True
4648,239,Routine,2021-01-07,Pass w/ Conditions,37,INSP6456,Inspection notes for inspection 4648,True
4649,946,Complaint,2020-11-23,Pass w/ Conditions,18,INSP5183,Inspection notes for inspection 4649,True
4650,415,Routine,2017-12-13,Fail,84,INSP2322,Inspection notes for inspection 4650,False
4651,111,Complaint,2021-09-06,Fail,6,INSP7754,Inspection notes for inspection 4651,False
4652,172,License,2023-02-08,Pass w/ Conditions,38,INSP3917,Inspection notes for inspection 4652,True
4653,519,Follow-up,2022-12-26,Fail,22,INSP7861,Inspection notes for inspection 4653,False
4654,946,Routine,2017-08-05,Fail,30,INSP1519,Inspection notes for inspection 4654,False
4655,257,Routine,2017-08-18,Pass w/ Conditions,72,INSP3987,Inspection notes for inspection 4655,True
4656,52,License,2019-10-14,Pass w/ Conditions,49,INSP4532,Inspection notes for inspection 4656,True
4657,40,Follow-up,2023-05-21,Pass,96,INSP8186,Inspection notes for inspection 4657,True
4658,258,Routine,2019-07-12,Fail,10,INSP1833,Inspection notes for inspection 4658,False
4659,852,License,2021-08-23,Pass,58,INSP2302,Inspection notes for inspection 4659,True
4660,139,License,2021-01-25,Pass,92,INSP9697,Inspection notes for inspection 4660,True
4661,907,Complaint,2017-09-13,Pass,49,INSP6002,Inspection notes for inspection 4661,True
4662,15,Follow-up,2024-04-17,Pass w/ Conditions,21,INSP5911,Inspection notes for inspection 4662,True
4663,800,License,2018-08-14,Fail,48,INSP2333,Inspection notes for inspection 4663,False
4664,661,Complaint,2016-11-06,Pass,95,INSP1879,Inspection notes for inspection 4664,True
4665,759,Routine,2015-11-09,Pass,1,INSP3014,Inspection notes for inspection 4665,True
4666,329,Routine,2024-10-14,Pass w/ Conditions,39,INSP4021,Inspection notes for inspection 4666,True
4667,137,License,2016-11-20,Fail,99,INSP8492,Inspection notes for inspection 4667,False
4668,90,License,2016-03-31,Fail,60,INSP2233,Inspection notes for inspection 4668,False
4669,994,Routine,2022-06-12,Pass,60,INSP1314,Inspection notes for inspection 4669,True
4670,13,Routine,2015-07-20,Fail,27,INSP2733,Inspection notes for inspection 4670,False
4671,906,Complaint,2015-10-10,Fail,35,INSP4486,Inspection notes for inspection 4671,False
4672,381,Complaint,2019-05-16,Pass w/ Conditions,14,INSP7487,Inspection notes for inspection 4672,True
4673,534,Routine,2024-05-27,Fail,86,INSP8120,Inspection notes for inspection 4673,False
4674,997,Follow-up,2022-08-12,Fail,77,INSP2750,Inspection notes for inspection 4674,False
4675,508,Follow-up,2020-10-14,Pass,35,INSP6835,Inspection notes for inspection 4675,True
4676,877,Routine,2018-12-19,Fail,69,INSP6666,Inspection notes for inspection 4676,False
4677,826,License,2015-08-14,Fail,30,INSP5251,Inspection notes for inspection 4677,False
4678,311,Routine,2020-03-16,Pass,28,INSP8080,Inspection notes for inspection 4678,True
4679,556,Complaint,2020-06-06,Pass w/ Conditions,16,INSP8716,Inspection notes for inspection 4679,True
4680,938,License,2017-07-19,Pass w/ Conditions,7,INSP7194,Inspection notes for inspection 4680,True
4681,543,Follow-up,2022-12-25,Fail,81,INSP5789,Inspection notes for inspection 4681,False
4682,1000,Follow-up,2017-02-19,Fail,19,INSP1172,Inspection notes for inspection 4682,False
4683,838,Follow-up,2022-07-14,Pass,59,INSP6902,Inspection notes for inspection 4683,True
4684,542,Follow-up,2023-07-01,Fail,38,INSP9500,Inspection notes for inspection 4684,False
4685,504,Complaint,2019-09-06,Pass,12,INSP8944,Inspection notes for inspection 4685,True
4686,654,Follow-up,2017-05-31,Pass w/ Conditions,32,INSP1733,Inspection notes for inspection 4686,True
4687,797,Complaint,2015-06-12,Pass,49,INSP2813,Inspection notes for inspection 4687,True
4688,596,Routine,2024-05-12,Pass,77,INSP7746,Inspection notes for inspection 4688,True
4689,806,License,2023-04-15,Pass,28,INSP2027,Inspection notes for inspection 4689,True
4690,849,Routine,2022-05-21,Pass w/ Conditions,87,INSP3031,Inspection notes for inspection 4690,True
4691,707,Routine,2021-11-03,Fail,58,INSP5888,Inspection notes for inspection 4691,False
4692,538,Complaint,2025-04-21,Pass,100,INSP4043,Inspection notes for inspection 4692,True
4693,951,License,2020-03-27,Pass w/ Conditions,77,INSP5879,Inspection notes for inspection 4693,True
4694,42,Routine,2017-10-29,Pass w/ Conditions,83,INSP7256,Inspection notes for inspection 4694,True
4695,441,Complaint,2019-07-08,Pass w/ Conditions,36,INSP2884,Inspection notes for inspection 4695,True
4696,742,Routine,2023-06-10,Fail,37,INSP7194,Inspection notes for inspection 4696,False
4697,433,Complaint,2020-05-06,Pass w/ Conditions,39,INSP5304,Inspection notes for inspection 4697,True
4698,551,Follow-up,2024-05-06,Fail,88,INSP3694,Inspection notes for inspection 4698,False
4699,879,Complaint,2018-11-04,Pass,34,INSP7535,Inspection notes for inspection 4699,True
4700,901,Routine,2024-08-08,Pass,77,INSP2148,Inspection notes for inspection 4700,True
4701,358,License,2019-01-14,Pass,59,INSP9207,Inspection notes for inspection 4701,True
4702,537,Complaint,2019-08-09,Pass w/ Conditions,40,INSP6056,Inspection notes for inspection 4702,True
4703,142,Follow-up,2020-04-09,Pass,34,INSP4642,Inspection notes for inspection 4703,True
4704,497,Complaint,2019-03-24,Pass w/ Conditions,92,INSP2895,Inspection notes for inspection 4704,True
4705,326,Routine,2017-06-15,Pass,1,INSP1418,Inspection notes for inspection 4705,True
4706,713,Follow-up,2015-10-26,Fail,27,INSP4247,Inspection notes for inspection 4706,False
4707,965,Complaint,2023-04-08,Pass,62,INSP1292,Inspection notes for inspection 4707,True
4708,352,License,2025-02-27,Fail,53,INSP7830,Inspection notes for inspection 4708,False
4709,691,Complaint,2018-11-15,Pass,33,INSP1575,Inspection notes for inspection 4709,True
4710,153,Complaint,2016-02-10,Pass w/ Conditions,36,INSP2220,Inspection notes for inspection 4710,True
4711,786,Follow-up,2017-03-28,Pass,70,INSP4549,Inspection notes for inspection 4711,True
4712,461,Follow-up,2018-05-12,Pass,73,INSP6687,Inspection notes for inspection 4712,True
4713,635,Routine,2016-07-10,Fail,28,INSP4812,Inspection notes for inspection 4713,False
4714,748,Complaint,2022-04-14,Pass,16,INSP5173,Inspection notes for inspection 4714,True
4715,43,License,2019-03-12,Fail,18,INSP4400,Inspection notes for inspection 4715,False
4716,660,Follow-up,2016-12-28,Pass w/ Conditions,14,INSP6929,Inspection notes for inspection 4716,True
4717,379,Follow-up,2024-12-28,Pass,65,INSP6897,Inspection notes for inspection 4717,True
4718,739,Follow-up,2016-07-13,Pass w/ Conditions,61,INSP3543,Inspection notes for inspection 4718,True
4719,290,License,2017-07-20,Pass w/ Conditions,64,INSP1223,Inspection notes for inspection 4719,True
4720,689,License,2020-03-12,Pass w/ Conditions,7,INSP9715,Inspection notes for inspection 4720,True
4721,856,Follow-up,2024-08-08,Pass,2,INSP8593,Inspection notes for inspection 4721,True
4722,794,License,2021-07-02,Fail,24,INSP3237,Inspection notes for inspection 4722,False
4723,53,Complaint,2018-11-03,Pass w/ Conditions,63,INSP8463,Inspection notes for inspection 4723,True
4724,507,License,2018-03-25,Pass w/ Conditions,36,INSP3591,Inspection notes for inspection 4724,True
4725,449,Routine,2025-01-13,Pass w/ Conditions,41,INSP9534,Inspection notes for inspection 4725,True
4726,427,Complaint,2019-06-03,Fail,97,INSP2361,Inspection notes for inspection 4726,False
4727,936,Routine,2018-11-27,Fail,7,INSP1057,Inspection notes for inspection 4727,False
4728,761,Routine,2018-12-15,Pass w/ Conditions,76,INSP2481,Inspection notes for inspection 4728,True
4729,650,Complaint,2017-04-20,Pass w/ Conditions,16,INSP2522,Inspection notes for inspection 4729,True
4730,992,Complaint,2020-10-24,Fail,39,INSP3971,Inspection notes for inspection 4730,False
4731,529,Routine,2016-10-29,Pass,38,INSP1391,Inspection notes for inspection 4731,True
4732,514,Complaint,2021-06-04,Pass w/ Conditions,62,INSP6253,Inspection notes for inspection 4732,True
4733,480,License,2019-07-12,Pass w/ Conditions,65,INSP9992,Inspection notes for inspection 4733,True
4734,388,Complaint,2019-10-28,Fail,95,INSP8441,Inspection notes for inspection 4734,False
4735,177,License,2019-07-19,Pass,11,INSP9340,Inspection notes for inspection 4735,True
4736,826,License,2022-02-11,Pass w/ Conditions,31,INSP2394,Inspection notes for inspection 4736,True
4737,852,Complaint,2021-11-27,Fail,71,INSP7335,Inspection notes for inspection 4737,False
4738,931,Routine,2016-06-16,Pass w/ Conditions,50,INSP6756,Inspection notes for inspection 4738,True
4739,813,License,2022-09-01,Fail,80,INSP1425,Inspection notes for inspection 4739,False
4740,235,License,2022-06-18,Fail,78,INSP3897,Inspection notes for inspection 4740,False
4741,748,Follow-up,2022-09-28,Pass w/ Conditions,73,INSP9943,Inspection notes for inspection 4741,True
4742,569,Follow-up,2022-09-19,Fail,15,INSP6455,Inspection notes for inspection 4742,False
4743,785,Complaint,2022-04-22,Fail,96,INSP8243,Inspection notes for inspection 4743,False
4744,335,Routine,2016-02-01,Pass w/ Conditions,92,INSP3685,Inspection notes for inspection 4744,True
4745,95,Complaint,2017-01-09,Fail,94,INSP8764,Inspection notes for inspection 4745,False
4746,958,Routine,2019-01-29,Fail,71,INSP5755,Inspection notes for inspection 4746,False
4747,852,Complaint,2024-07-26,Pass,68,INSP5319,Inspection notes for inspection 4747,True
4748,44,Routine,2015-12-31,Pass w/ Conditions,67,INSP1457,Inspection notes for inspection 4748,True
4749,959,License,2015-09-02,Fail,69,INSP4700,Inspection notes for inspection 4749,False
4750,719,Follow-up,2022-09-17,Pass w/ Conditions,43,INSP8343,Inspection notes for inspection 4750,True
4751,915,Routine,2022-04-11,Fail,96,INSP7402,Inspection notes for inspection 4751,False
4752,905,License,2016-04-28,Fail,61,INSP6117,Inspection notes for inspection 4752,False
4753,942,Routine,2022-11-27,Fail,3,INSP3179,Inspection notes for inspection 4753,False
4754,850,Follow-up,2020-04-13,Pass w/ Conditions,96,INSP5344,Inspection notes for inspection 4754,True
4755,385,Follow-up,2019-11-17,Pass w/ Conditions,75,INSP5851,Inspection notes for inspection 4755,True
4756,478,Complaint,2024-03-31,Pass w/ Conditions,90,INSP4999,Inspection notes for inspection 4756,True
4757,466,License,2024-08-23,Fail,56,INSP1738,Inspection notes for inspection 4757,False
4758,358,Follow-up,2018-12-09,Pass,93,INSP7020,Inspection notes for inspection 4758,True
4759,403,Complaint,2019-10-10,Pass,30,INSP2304,Inspection notes for inspection 4759,True
4760,38,Routine,2015-07-30,Pass,56,INSP3646,Inspection notes for inspection 4760,True
4761,258,License,2017-04-02,Pass,73,INSP6196,Inspection notes for inspection 4761,True
4762,893,Complaint,2019-09-29,Pass w/ Conditions,76,INSP2697,Inspection notes for inspection 4762,True
4763,810,Follow-up,2016-02-29,Pass,6,INSP6236,Inspection notes for inspection 4763,True
4764,694,Follow-up,2017-02-04,Pass w/ Conditions,25,INSP4114,Inspection notes for inspection 4764,True
4765,841,License,2015-09-20,Pass w/ Conditions,53,INSP5931,Inspection notes for inspection 4765,True
4766,43,License,2022-03-08,Pass w/ Conditions,44,INSP6263,Inspection notes for inspection 4766,True
4767,382,Routine,2019-06-08,Fail,9,INSP9521,Inspection notes for inspection 4767,False
4768,690,Follow-up,2016-11-07,Pass w/ Conditions,63,INSP2190,Inspection notes for inspection 4768,True
4769,828,Follow-up,2016-01-11,Pass w/ Conditions,29,INSP8546,Inspection notes for inspection 4769,True
4770,481,Routine,2016-08-12,Pass,7,INSP8140,Inspection notes for inspection 4770,True
4771,432,License,2017-02-22,Pass w/ Conditions,67,INSP7961,Inspection notes for inspection 4771,True
4772,527,Routine,2025-01-12,Pass,67,INSP7812,Inspection notes for inspection 4772,True
4773,319,License,2016-03-09,Pass w/ Conditions,88,INSP3482,Inspection notes for inspection 4773,True
4774,34,License,2024-01-18,Fail,73,INSP7196,Inspection notes for inspection 4774,False
4775,196,Follow-up,2018-04-12,Fail,40,INSP8856,Inspection notes for inspection 4775,False
4776,279,Complaint,2022-11-24,Pass w/ Conditions,96,INSP8540,Inspection notes for inspection 4776,True
4777,939,License,2025-04-02,Pass,96,INSP4424,Inspection notes for inspection 4777,True
4778,716,Routine,2024-12-07,Pass,35,INSP8200,Inspection notes for inspection 4778,True
4779,2,Follow-up,2019-10-07,Pass,46,INSP4416,Inspection notes for inspection 4779,True
4780,293,Routine,2025-01-19,Fail,93,INSP4737,Inspection notes for inspection 4780,False
4781,450,License,2018-01-16,Fail,33,INSP9606,Inspection notes for inspection 4781,False
4782,281,License,2016-04-22,Fail,84,INSP8432,Inspection notes for inspection 4782,False
4783,845,Follow-up,2016-11-14,Pass w/ Conditions,59,INSP8054,Inspection notes for inspection 4783,True
4784,333,Complaint,2021-06-19,Fail,31,INSP7928,Inspection notes for inspection 4784,False
4785,699,Follow-up,2019-02-10,Pass w/ Conditions,43,INSP7339,Inspection notes for inspection 4785,True
4786,980,Follow-up,2017-12-26,Pass w/ Conditions,42,INSP8602,Inspection notes for inspection 4786,True
4787,322,Complaint,2019-09-20,Fail,50,INSP5207,Inspection notes for inspection 4787,False
4788,505,Routine,2023-03-13,Pass,96,INSP7350,Inspection notes for inspection 4788,True
4789,628,License,2024-04-19,Fail,69,INSP3432,Inspection notes for inspection 4789,False
4790,381,License,2016-11-07,Pass,81,INSP4209,Inspection notes for inspection 4790,True
4791,908,Routine,2023-03-28,Pass w/ Conditions,66,INSP2604,Inspection notes for inspection 4791,True
4792,328,Routine,2015-09-08,Pass w/ Conditions,88,INSP9013,Inspection notes for inspection 4792,True
4793,203,Follow-up,2021-03-05,Pass w/ Conditions,27,INSP4989,Inspection notes for inspection 4793,True
4794,311,Complaint,2016-12-06,Pass w/ Conditions,96,INSP2289,Inspection notes for inspection 4794,True
4795,510,Complaint,2022-12-28,Fail,99,INSP2079,Inspection notes for inspection 4795,False
4796,401,Follow-up,2016-03-18,Pass,95,INSP3257,Inspection notes for inspection 4796,True
4797,83,Routine,2020-07-07,Pass w/ Conditions,75,INSP2819,Inspection notes for inspection 4797,True
4798,134,Routine,2021-05-02,Pass,58,INSP3953,Inspection notes for inspection 4798,True
4799,174,Follow-up,2022-05-26,Pass,100,INSP6357,Inspection notes for inspection 4799,True
4800,643,Routine,2021-08-21,Fail,51,INSP6773,Inspection notes for inspection 4800,False
4801,153,License,2016-01-25,Pass,49,INSP7236,Inspection notes for inspection 4801,True
4802,326,Routine,2015-11-28,Pass w/ Conditions,95,INSP4172,Inspection notes for inspection 4802,True
4803,703,License,2020-03-04,Fail,97,INSP7013,Inspection notes for inspection 4803,False
4804,599,License,2023-08-02,Fail,49,INSP7655,Inspection notes for inspection 4804,False
4805,13,Routine,2021-06-10,Pass w/ Conditions,37,INSP8220,Inspection notes for inspection 4805,True
4806,844,License,2025-01-18,Fail,25,INSP6305,Inspection notes for inspection 4806,False
4807,616,License,2019-11-20,Pass w/ Conditions,98,INSP5093,Inspection notes for inspection 4807,True
4808,283,License,2023-05-10,Pass w/ Conditions,80,INSP8080,Inspection notes for inspection 4808,True
4809,609,Routine,2018-08-11,Pass,13,INSP2741,Inspection notes for inspection 4809,True
4810,483,Follow-up,2023-04-28,Pass,32,INSP6161,Inspection notes for inspection 4810,True
4811,572,Complaint,2019-07-01,Pass,67,INSP8504,Inspection notes for inspection 4811,True
4812,753,Routine,2017-02-17,Pass w/ Conditions,76,INSP6277,Inspection notes for inspection 4812,True
4813,562,Routine,2023-04-15,Fail,51,INSP9054,Inspection notes for inspection 4813,False
4814,938,Follow-up,2016-02-23,Pass w/ Conditions,12,INSP1653,Inspection notes for inspection 4814,True
4815,915,License,2019-09-21,Pass w/ Conditions,4,INSP2609,Inspection notes for inspection 4815,True
4816,387,License,2021-11-29,Pass,53,INSP6418,Inspection notes for inspection 4816,True
4817,465,Follow-up,2022-07-08,Fail,26,INSP2072,Inspection notes for inspection 4817,False
4818,584,Complaint,2020-07-26,Pass w/ Conditions,34,INSP2193,Inspection notes for inspection 4818,True
4819,349,Routine,2018-04-03,Fail,49,INSP5887,Inspection notes for inspection 4819,False
4820,643,Follow-up,2021-02-09,Pass,17,INSP4566,Inspection notes for inspection 4820,True
4821,147,License,2021-11-09,Pass,46,INSP5434,Inspection notes for inspection 4821,True
4822,561,License,2021-05-15,Fail,30,INSP3504,Inspection notes for inspection 4822,False
4823,414,Routine,2016-12-01,Fail,73,INSP9944,Inspection notes for inspection 4823,False
4824,141,License,2016-11-19,Fail,11,INSP5110,Inspection notes for inspection 4824,False
4825,921,Complaint,2023-10-13,Fail,47,INSP6214,Inspection notes for inspection 4825,False
4826,983,Routine,2016-11-05,Fail,59,INSP9525,Inspection notes for inspection 4826,False
4827,60,Complaint,2016-03-30,Pass,36,INSP7605,Inspection notes for inspection 4827,True
4828,498,Follow-up,2020-02-20,Fail,8,INSP1993,Inspection notes for inspection 4828,False
4829,293,License,2017-01-10,Fail,95,INSP5476,Inspection notes for inspection 4829,False
4830,406,Follow-up,2020-03-19,Pass,80,INSP9105,Inspection notes for inspection 4830,True
4831,914,Complaint,2023-03-02,Fail,15,INSP1691,Inspection notes for inspection 4831,False
4832,44,License,2016-07-29,Pass w/ Conditions,13,INSP1166,Inspection notes for inspection 4832,True
4833,170,License,2015-08-30,Fail,47,INSP9162,Inspection notes for inspection 4833,False
4834,256,License,2020-02-22,Pass,81,INSP5336,Inspection notes for inspection 4834,True
4835,729,Follow-up,2019-12-18,Pass,73,INSP5445,Inspection notes for inspection 4835,True
4836,357,License,2020-02-15,Fail,36,INSP4910,Inspection notes for inspection 4836,False
4837,738,Follow-up,2025-04-06,Pass w/ Conditions,94,INSP2435,Inspection notes for inspection 4837,True
4838,296,Routine,2017-01-30,Fail,76,INSP5795,Inspection notes for inspection 4838,False
4839,120,Routine,2021-11-24,Fail,81,INSP6286,Inspection notes for inspection 4839,False
4840,378,Routine,2022-03-15,Pass w/ Conditions,55,INSP4615,Inspection notes for inspection 4840,True
4841,420,Follow-up,2022-12-13,Pass,16,INSP4113,Inspection notes for inspection 4841,True
4842,413,Routine,2020-02-09,Fail,22,INSP8877,Inspection notes for inspection 4842,False
4843,179,Follow-up,2021-03-05,Pass,68,INSP5579,Inspection notes for inspection 4843,True
4844,938,License,2017-01-13,Fail,60,INSP2832,Inspection notes for inspection 4844,False
4845,263,License,2016-03-20,Pass w/ Conditions,84,INSP9509,Inspection notes for inspection 4845,True
4846,910,Follow-up,2018-05-29,Pass w/ Conditions,10,INSP8896,Inspection notes for inspection 4846,True
4847,834,Complaint,2017-08-31,Pass w/ Conditions,47,INSP2043,Inspection notes for inspection 4847,True
4848,306,Complaint,2015-06-15,Fail,77,INSP4935,Inspection notes for inspection 4848,False
4849,15,Follow-up,2022-09-23,Fail,69,INSP4768,Inspection notes for inspection 4849,False
4850,510,Routine,2025-05-18,Pass w/ Conditions,72,INSP5273,Inspection notes for inspection 4850,True
4851,744,License,2018-11-21,Pass w/ Conditions,69,INSP2556,Inspection notes for inspection 4851,True
4852,214,Follow-up,2020-09-06,Pass,20,INSP8510,Inspection notes for inspection 4852,True
4853,631,Complaint,2016-04-12,Pass w/ Conditions,3,INSP6788,Inspection notes for inspection 4853,True
4854,3,Routine,2018-11-11,Pass w/ Conditions,87,INSP5979,Inspection notes for inspection 4854,True
4855,162,License,2019-01-09,Pass w/ Conditions,64,INSP9887,Inspection notes for inspection 4855,True
4856,924,License,2022-05-30,Pass w/ Conditions,89,INSP8061,Inspection notes for inspection 4856,True
4857,302,Complaint,2017-10-15,Pass,84,INSP9208,Inspection notes for inspection 4857,True
4858,706,License,2017-08-27,Pass w/ Conditions,66,INSP9017,Inspection notes for inspection 4858,True
4859,494,Complaint,2023-06-22,Pass w/ Conditions,61,INSP1386,Inspection notes for inspection 4859,True
4860,4,Follow-up,2019-09-05,Pass,21,INSP7228,Inspection notes for inspection 4860,True
4861,351,License,2024-12-15,Fail,29,INSP4553,Inspection notes for inspection 4861,False
4862,278,Routine,2016-02-05,Fail,19,INSP7318,Inspection notes for inspection 4862,False
4863,228,Routine,2025-02-17,Fail,8,INSP1970,Inspection notes for inspection 4863,False
4864,143,Complaint,2015-12-31,Pass w/ Conditions,39,INSP3259,Inspection notes for inspection 4864,True
4865,341,Routine,2021-04-23,Fail,11,INSP5121,Inspection notes for inspection 4865,False
4866,291,Complaint,2023-11-11,Pass,31,INSP8799,Inspection notes for inspection 4866,True
4867,370,Routine,2021-07-02,Pass,53,INSP2831,Inspection notes for inspection 4867,True
4868,750,Complaint,2024-01-15,Pass w/ Conditions,1,INSP5625,Inspection notes for inspection 4868,True
4869,426,Complaint,2020-05-05,Pass w/ Conditions,36,INSP7099,Inspection notes for inspection 4869,True
4870,8,Follow-up,2024-03-28,Pass w/ Conditions,10,INSP8689,Inspection notes for inspection 4870,True
4871,888,Routine,2016-03-04,Pass w/ Conditions,97,INSP9876,Inspection notes for inspection 4871,True
4872,789,Follow-up,2015-10-20,Fail,12,INSP3180,Inspection notes for inspection 4872,False
4873,394,License,2018-02-03,Pass w/ Conditions,75,INSP7265,Inspection notes for inspection 4873,True
4874,989,Routine,2017-02-04,Fail,94,INSP3425,Inspection notes for inspection 4874,False
4875,496,Follow-up,2022-07-30,Pass,21,INSP9507,Inspection notes for inspection 4875,True
4876,52,Complaint,2016-07-07,Fail,50,INSP6289,Inspection notes for inspection 4876,False
4877,868,Routine,2017-11-20,Pass,73,INSP4684,Inspection notes for inspection 4877,True
4878,425,Follow-up,2020-01-20,Pass w/ Conditions,13,INSP2265,Inspection notes for inspection 4878,True
4879,140,Follow-up,2019-08-14,Pass,6,INSP5771,Inspection notes for inspection 4879,True
4880,7,Routine,2025-05-10,Fail,86,INSP2776,Inspection notes for inspection 4880,False
4881,241,Complaint,2020-06-22,Pass,71,INSP4275,Inspection notes for inspection 4881,True
