restaurant_id,name,type,risk_level,address,city,state,zip,license_number,opening_date,capacity,has_delivery,has_outdoor_seating,restaurant_age_years
436,Restaurant_436,Cafe,Risk 3 (Low),9496 Main St,Chicago,IL,60602,L3195859,2021-08-17,63,1,1,3
437,Restaurant_437,Grocery Store,Risk 2 (Medium),8720 Main St,Chicago,IL,60656,L6030364,2021-01-23,131,0,1,4
438,Restaurant_438,Grocery Store,Risk 1 (High),4030 Main St,Chicago,IL,60631,L6580696,2018-02-08,123,1,1,7
439,Restaurant_439,Bakery,Risk 3 (Low),9545 Main St,Chicago,IL,60624,L1416472,2017-05-28,131,0,0,8
440,Restaurant_440,Cafe,Risk 3 (Low),8328 Main St,Chicago,IL,60637,L9377644,2020-03-21,118,0,0,5
441,Restaurant_441,Restaurant,Risk 2 (Medium),6507 Main St,Chicago,IL,60673,L1513616,2017-03-01,111,0,1,8
442,Restaurant_442,Cafe,Risk 1 (High),3587 Main St,Chicago,IL,60654,L3415653,2020-09-17,60,0,0,4
443,Restaurant_443,Cafe,Risk 3 (Low),2081 Main St,Chicago,IL,60671,L3188516,2018-02-14,101,0,0,7
444,Restaurant_444,Restaurant,Risk 3 (Low),9098 Main St,Chicago,IL,60645,L3069690,2017-04-12,21,0,1,8
445,Restaurant_445,Cafe,Risk 3 (Low),4550 Main St,Chicago,IL,60673,L1328808,2025-03-11,133,1,0,0
446,Restaurant_446,Cafe,Risk 2 (Medium),2618 Main St,Chicago,IL,60667,L3047120,2015-07-02,35,1,1,9
447,Restaurant_447,Grocery Store,Risk 2 (Medium),2758 Main St,Chicago,IL,60617,L5790640,2016-06-11,145,0,1,8
448,Restaurant_448,Bakery,Risk 3 (Low),8302 Main St,Chicago,IL,60686,L3258195,2017-10-06,93,1,0,7
449,Restaurant_449,Bakery,Risk 2 (Medium),7218 Main St,Chicago,IL,60679,L2749741,2018-09-07,188,0,0,6
450,Restaurant_450,Grocery Store,Risk 3 (Low),760 Main St,Chicago,IL,60617,L9187141,2016-03-24,189,0,1,9
451,Restaurant_451,Restaurant,Risk 1 (High),3802 Main St,Chicago,IL,60652,L8052767,2024-02-22,117,1,0,1
452,Restaurant_452,Bakery,Risk 3 (Low),6456 Main St,Chicago,IL,60641,L8080989,2015-10-09,142,0,1,9
453,Restaurant_453,Grocery Store,Risk 2 (Medium),7599 Main St,Chicago,IL,60629,L9395913,2018-01-20,171,0,0,7
454,Restaurant_454,Bakery,Risk 1 (High),8936 Main St,Chicago,IL,60674,L7302898,2023-08-09,187,1,1,1
455,Restaurant_455,Food Truck,Risk 3 (Low),169 Main St,Chicago,IL,60615,L3925591,2015-08-01,156,1,0,9
456,Restaurant_456,Grocery Store,Risk 2 (Medium),8055 Main St,Chicago,IL,60626,L5548899,2020-04-10,83,0,0,5
457,Restaurant_457,Bakery,Risk 2 (Medium),2247 Main St,Chicago,IL,60625,L5351939,2023-01-07,166,0,1,2
458,Restaurant_458,Grocery Store,Risk 3 (Low),2384 Main St,Chicago,IL,60652,L4780785,2021-05-29,117,0,1,4
459,Restaurant_459,Cafe,Risk 1 (High),7017 Main St,Chicago,IL,60609,L7208615,2018-05-30,110,1,0,7
460,Restaurant_460,Cafe,Risk 1 (High),5541 Main St,Chicago,IL,60640,L3634561,2022-09-04,106,1,1,2
461,Restaurant_461,Grocery Store,Risk 1 (High),681 Main St,Chicago,IL,60654,L7339261,2020-03-15,111,0,1,5
462,Restaurant_462,Grocery Store,Risk 1 (High),5860 Main St,Chicago,IL,60656,L4916364,2021-03-07,45,1,1,4
463,Restaurant_463,Restaurant,Risk 3 (Low),8890 Main St,Chicago,IL,60612,L7826826,2021-10-11,20,1,1,3
464,Restaurant_464,Restaurant,Risk 1 (High),7978 Main St,Chicago,IL,60618,L2282191,2021-06-01,111,0,1,3
465,Restaurant_465,Bakery,Risk 1 (High),8712 Main St,Chicago,IL,60671,L1143030,2016-08-24,31,0,0,8
466,Restaurant_466,Restaurant,Risk 3 (Low),7732 Main St,Chicago,IL,60610,L6663345,2018-10-08,190,1,0,6
467,Restaurant_467,Bakery,Risk 1 (High),3498 Main St,Chicago,IL,60628,L6204490,2017-03-23,161,1,0,8
468,Restaurant_468,Restaurant,Risk 1 (High),6518 Main St,Chicago,IL,60685,L7488634,2016-07-27,95,0,1,8
469,Restaurant_469,Bakery,Risk 1 (High),8991 Main St,Chicago,IL,60642,L1716776,2015-09-30,25,1,0,9
470,Restaurant_470,Bakery,Risk 3 (Low),4696 Main St,Chicago,IL,60684,L6932809,2017-12-19,196,1,0,7
471,Restaurant_471,Food Truck,Risk 1 (High),6569 Main St,Chicago,IL,60699,L1037916,2020-03-21,85,0,1,5
472,Restaurant_472,Food Truck,Risk 1 (High),2123 Main St,Chicago,IL,60676,L8250426,2024-09-13,180,0,1,0
473,Restaurant_473,Grocery Store,Risk 2 (Medium),1967 Main St,Chicago,IL,60634,L2405261,2022-09-14,115,0,1,2
474,Restaurant_474,Grocery Store,Risk 2 (Medium),4239 Main St,Chicago,IL,60672,L2791257,2023-07-30,193,1,0,1
475,Restaurant_475,Restaurant,Risk 2 (Medium),5163 Main St,Chicago,IL,60608,L9044069,2023-03-26,167,0,0,2
476,Restaurant_476,Bakery,Risk 3 (Low),6230 Main St,Chicago,IL,60659,L9003413,2025-01-26,77,1,1,0
477,Restaurant_477,Food Truck,Risk 3 (Low),7905 Main St,Chicago,IL,60684,L5302677,2018-04-09,159,1,1,7
478,Restaurant_478,Grocery Store,Risk 1 (High),2218 Main St,Chicago,IL,60618,L4290674,2021-04-24,115,1,1,4
479,Restaurant_479,Cafe,Risk 3 (Low),7588 Main St,Chicago,IL,60651,L2660231,2022-01-27,79,1,0,3
480,Restaurant_480,Grocery Store,Risk 3 (Low),4777 Main St,Chicago,IL,60697,L3453396,2022-12-26,175,1,0,2
481,Restaurant_481,Grocery Store,Risk 2 (Medium),5655 Main St,Chicago,IL,60614,L3019243,2024-09-03,85,0,0,0
482,Restaurant_482,Restaurant,Risk 2 (Medium),9942 Main St,Chicago,IL,60628,L8363660,2024-04-20,78,1,1,1
483,Restaurant_483,Grocery Store,Risk 3 (Low),1719 Main St,Chicago,IL,60642,L9542808,2022-04-28,85,1,1,3
484,Restaurant_484,Grocery Store,Risk 1 (High),3744 Main St,Chicago,IL,60689,L8889625,2018-06-28,180,1,1,6
485,Restaurant_485,Restaurant,Risk 3 (Low),4408 Main St,Chicago,IL,60668,L2679157,2024-04-17,190,1,0,1
486,Restaurant_486,Restaurant,Risk 1 (High),1202 Main St,Chicago,IL,60651,L4575689,2022-09-12,21,0,1,2
487,Restaurant_487,Food Truck,Risk 3 (Low),416 Main St,Chicago,IL,60626,L1470475,2025-01-29,172,0,0,0
488,Restaurant_488,Cafe,Risk 3 (Low),2705 Main St,Chicago,IL,60628,L1741828,2023-01-20,22,1,0,2
489,Restaurant_489,Bakery,Risk 1 (High),5785 Main St,Chicago,IL,60607,L7245913,2017-11-09,176,0,1,7
490,Restaurant_490,Restaurant,Risk 1 (High),3518 Main St,Chicago,IL,60640,L2422062,2019-06-08,60,1,1,5
491,Restaurant_491,Grocery Store,Risk 1 (High),7443 Main St,Chicago,IL,60694,L9414366,2024-04-21,175,1,1,1
492,Restaurant_492,Cafe,Risk 1 (High),7183 Main St,Chicago,IL,60622,L2317504,2024-12-07,113,1,1,0
493,Restaurant_493,Bakery,Risk 1 (High),4282 Main St,Chicago,IL,60679,L1984120,2015-10-08,20,1,0,9
494,Restaurant_494,Cafe,Risk 1 (High),2150 Main St,Chicago,IL,60607,L8657839,2024-06-02,27,1,1,0
495,Restaurant_495,Restaurant,Risk 3 (Low),9426 Main St,Chicago,IL,60679,L8378023,2024-11-12,91,1,0,0
496,Restaurant_496,Food Truck,Risk 3 (Low),5835 Main St,Chicago,IL,60622,L2766756,2023-08-30,129,1,1,1
497,Restaurant_497,Food Truck,Risk 3 (Low),4123 Main St,Chicago,IL,60649,L1665938,2019-07-24,187,1,1,5
498,Restaurant_498,Grocery Store,Risk 1 (High),967 Main St,Chicago,IL,60666,L1125926,2022-09-05,136,1,1,2
499,Restaurant_499,Grocery Store,Risk 2 (Medium),6304 Main St,Chicago,IL,60611,L4471371,2016-10-23,120,1,1,8
500,Restaurant_500,Bakery,Risk 3 (Low),4026 Main St,Chicago,IL,60651,L5037868,2023-02-13,144,1,1,2
501,Restaurant_501,Cafe,Risk 3 (Low),1377 Main St,Chicago,IL,60695,L4831963,2024-04-11,87,1,0,1
502,Restaurant_502,Food Truck,Risk 3 (Low),237 Main St,Chicago,IL,60693,L2392074,2024-12-28,38,1,1,0
503,Restaurant_503,Cafe,Risk 2 (Medium),884 Main St,Chicago,IL,60647,L8133045,2020-06-16,173,0,1,4
504,Restaurant_504,Cafe,Risk 1 (High),8340 Main St,Chicago,IL,60604,L4864631,2023-10-17,103,1,0,1
505,Restaurant_505,Bakery,Risk 2 (Medium),9347 Main St,Chicago,IL,60612,L4319182,2016-05-25,155,0,1,9
506,Restaurant_506,Grocery Store,Risk 3 (Low),6970 Main St,Chicago,IL,60677,L4712882,2024-03-11,141,0,0,1
507,Restaurant_507,Restaurant,Risk 2 (Medium),3320 Main St,Chicago,IL,60671,L9766440,2016-10-09,110,0,1,8
508,Restaurant_508,Bakery,Risk 2 (Medium),7295 Main St,Chicago,IL,60695,L7164882,2016-12-05,182,0,0,8
509,Restaurant_509,Grocery Store,Risk 1 (High),9879 Main St,Chicago,IL,60678,L7052503,2015-09-05,93,1,0,9
510,Restaurant_510,Grocery Store,Risk 1 (High),1142 Main St,Chicago,IL,60612,L7318528,2016-03-26,171,1,0,9
511,Restaurant_511,Restaurant,Risk 3 (Low),8832 Main St,Chicago,IL,60696,L9144633,2019-02-10,98,0,1,6
512,Restaurant_512,Food Truck,Risk 2 (Medium),3903 Main St,Chicago,IL,60634,L8294246,2021-05-29,184,0,1,4
513,Restaurant_513,Bakery,Risk 3 (Low),8058 Main St,Chicago,IL,60682,L6930548,2020-08-24,36,1,1,4
514,Restaurant_514,Food Truck,Risk 3 (Low),6317 Main St,Chicago,IL,60689,L2133880,2021-08-02,136,0,1,3
515,Restaurant_515,Cafe,Risk 1 (High),567 Main St,Chicago,IL,60657,L9253721,2018-09-29,133,0,0,6
516,Restaurant_516,Bakery,Risk 2 (Medium),2974 Main St,Chicago,IL,60675,L7021521,2018-02-21,163,1,1,7
517,Restaurant_517,Grocery Store,Risk 1 (High),4482 Main St,Chicago,IL,60634,L5932936,2018-09-16,159,0,0,6
518,Restaurant_518,Restaurant,Risk 1 (High),5505 Main St,Chicago,IL,60636,L5428586,2025-03-20,142,1,1,0
519,Restaurant_519,Grocery Store,Risk 1 (High),6742 Main St,Chicago,IL,60673,L7571849,2018-10-05,112,0,0,6
520,Restaurant_520,Bakery,Risk 3 (Low),5296 Main St,Chicago,IL,60671,L7652188,2020-10-21,87,0,0,4
521,Restaurant_521,Bakery,Risk 3 (Low),9149 Main St,Chicago,IL,60616,L2663978,2019-10-23,160,0,1,5
522,Restaurant_522,Food Truck,Risk 1 (High),5926 Main St,Chicago,IL,60613,L1867073,2018-12-22,91,1,1,6
523,Restaurant_523,Restaurant,Risk 1 (High),9319 Main St,Chicago,IL,60666,L1229010,2023-03-11,41,1,0,2
524,Restaurant_524,Cafe,Risk 1 (High),872 Main St,Chicago,IL,60667,L4585691,2018-02-04,53,1,0,7
525,Restaurant_525,Cafe,Risk 1 (High),8948 Main St,Chicago,IL,60669,L5375499,2016-11-15,130,0,1,8
526,Restaurant_526,Restaurant,Risk 3 (Low),6221 Main St,Chicago,IL,60630,L5434305,2021-09-24,42,1,0,3
527,Restaurant_527,Grocery Store,Risk 1 (High),4822 Main St,Chicago,IL,60639,L9946254,2017-10-08,97,0,1,7
528,Restaurant_528,Cafe,Risk 2 (Medium),3471 Main St,Chicago,IL,60653,L5677278,2022-10-16,58,1,1,2
529,Restaurant_529,Grocery Store,Risk 3 (Low),8422 Main St,Chicago,IL,60683,L2234375,2020-01-09,190,0,1,5
530,Restaurant_530,Restaurant,Risk 3 (Low),3785 Main St,Chicago,IL,60662,L6091910,2020-11-19,122,1,1,4
531,Restaurant_531,Restaurant,Risk 3 (Low),5997 Main St,Chicago,IL,60670,L2809565,2018-10-25,184,0,0,6
532,Restaurant_532,Food Truck,Risk 1 (High),4301 Main St,Chicago,IL,60670,L6165947,2016-10-31,129,0,0,8
533,Restaurant_533,Food Truck,Risk 2 (Medium),5735 Main St,Chicago,IL,60631,L7845217,2021-05-25,131,1,0,4
534,Restaurant_534,Restaurant,Risk 2 (Medium),7365 Main St,Chicago,IL,60607,L3212924,2017-02-23,30,0,0,8
535,Restaurant_535,Bakery,Risk 2 (Medium),7142 Main St,Chicago,IL,60659,L7776437,2019-02-10,159,0,1,6
536,Restaurant_536,Grocery Store,Risk 1 (High),1146 Main St,Chicago,IL,60646,L3558768,2016-05-09,113,0,1,9
537,Restaurant_537,Bakery,Risk 1 (High),8175 Main St,Chicago,IL,60651,L7672844,2016-06-26,197,1,1,8
538,Restaurant_538,Food Truck,Risk 2 (Medium),5648 Main St,Chicago,IL,60695,L3499692,2020-09-04,197,1,0,4
539,Restaurant_539,Cafe,Risk 3 (Low),9224 Main St,Chicago,IL,60662,L5037050,2022-01-26,108,1,0,3
540,Restaurant_540,Grocery Store,Risk 1 (High),2233 Main St,Chicago,IL,60624,L8931592,2017-07-20,64,0,0,7
541,Restaurant_541,Food Truck,Risk 2 (Medium),3529 Main St,Chicago,IL,60686,L5016237,2017-04-25,193,1,1,8
542,Restaurant_542,Bakery,Risk 1 (High),4106 Main St,Chicago,IL,60675,L7843361,2015-09-18,126,1,0,9
543,Restaurant_543,Food Truck,Risk 1 (High),2393 Main St,Chicago,IL,60609,L6041059,2020-03-31,52,1,0,5
544,Restaurant_544,Food Truck,Risk 2 (Medium),1548 Main St,Chicago,IL,60697,L3428666,2022-03-20,59,1,0,3
545,Restaurant_545,Food Truck,Risk 1 (High),9412 Main St,Chicago,IL,60665,L1175525,2021-10-16,153,0,0,3
546,Restaurant_546,Bakery,Risk 3 (Low),4320 Main St,Chicago,IL,60657,L7512877,2017-07-05,136,0,1,7
547,Restaurant_547,Restaurant,Risk 3 (Low),4291 Main St,Chicago,IL,60661,L4992041,2024-05-26,31,0,0,1
548,Restaurant_548,Food Truck,Risk 2 (Medium),1138 Main St,Chicago,IL,60628,L7661151,2023-08-16,61,1,1,1
549,Restaurant_549,Restaurant,Risk 2 (Medium),5903 Main St,Chicago,IL,60643,L1474047,2018-12-23,144,1,0,6
550,Restaurant_550,Food Truck,Risk 2 (Medium),5988 Main St,Chicago,IL,60656,L8377569,2018-04-15,50,1,1,7
551,Restaurant_551,Bakery,Risk 2 (Medium),6929 Main St,Chicago,IL,60620,L8974300,2025-01-19,66,1,1,0
552,Restaurant_552,Restaurant,Risk 2 (Medium),3098 Main St,Chicago,IL,60612,L4946361,2020-01-24,129,0,1,5
553,Restaurant_553,Grocery Store,Risk 1 (High),7071 Main St,Chicago,IL,60609,L7667974,2017-11-15,149,0,1,7
554,Restaurant_554,Food Truck,Risk 2 (Medium),7679 Main St,Chicago,IL,60685,L4417254,2023-01-22,47,1,0,2
555,Restaurant_555,Bakery,Risk 1 (High),7485 Main St,Chicago,IL,60617,L3802948,2023-01-12,89,1,1,2
556,Restaurant_556,Bakery,Risk 3 (Low),1575 Main St,Chicago,IL,60692,L4453025,2025-05-28,164,1,0,0
557,Restaurant_557,Bakery,Risk 1 (High),9102 Main St,Chicago,IL,60602,L3091001,2015-09-12,169,0,1,9
558,Restaurant_558,Restaurant,Risk 2 (Medium),7761 Main St,Chicago,IL,60649,L3412578,2025-02-22,116,0,1,0
559,Restaurant_559,Food Truck,Risk 2 (Medium),5284 Main St,Chicago,IL,60677,L1996564,2023-01-01,29,1,1,2
560,Restaurant_560,Food Truck,Risk 2 (Medium),1872 Main St,Chicago,IL,60664,L7512841,2019-10-16,31,0,1,5
561,Restaurant_561,Food Truck,Risk 2 (Medium),5652 Main St,Chicago,IL,60640,L1768469,2016-03-01,106,1,0,9
562,Restaurant_562,Bakery,Risk 1 (High),1651 Main St,Chicago,IL,60624,L2573006,2023-10-18,194,0,0,1
563,Restaurant_563,Bakery,Risk 3 (Low),9890 Main St,Chicago,IL,60626,L3933117,2016-09-04,88,1,0,8
564,Restaurant_564,Cafe,Risk 1 (High),239 Main St,Chicago,IL,60657,L1605100,2019-11-21,176,1,0,5
565,Restaurant_565,Cafe,Risk 1 (High),9491 Main St,Chicago,IL,60675,L3333815,2018-06-24,147,1,1,6
566,Restaurant_566,Food Truck,Risk 3 (Low),10 Main St,Chicago,IL,60637,L6504866,2018-06-26,21,1,0,6
567,Restaurant_567,Food Truck,Risk 3 (Low),2845 Main St,Chicago,IL,60633,L5978545,2017-11-24,25,1,1,7
568,Restaurant_568,Restaurant,Risk 3 (Low),2629 Main St,Chicago,IL,60611,L5668275,2023-06-09,152,0,1,1
569,Restaurant_569,Restaurant,Risk 3 (Low),8995 Main St,Chicago,IL,60683,L5044933,2022-06-26,45,1,1,2
570,Restaurant_570,Food Truck,Risk 2 (Medium),7727 Main St,Chicago,IL,60645,L6843449,2025-04-18,46,1,0,0
571,Restaurant_571,Cafe,Risk 2 (Medium),9072 Main St,Chicago,IL,60635,L6075277,2022-08-11,163,0,0,2
572,Restaurant_572,Bakery,Risk 3 (Low),6110 Main St,Chicago,IL,60612,L5279136,2020-04-16,69,0,1,5
573,Restaurant_573,Grocery Store,Risk 1 (High),284 Main St,Chicago,IL,60632,L1226865,2023-01-07,57,0,1,2
574,Restaurant_574,Bakery,Risk 1 (High),8252 Main St,Chicago,IL,60602,L6700322,2024-06-02,156,1,0,0
575,Restaurant_575,Cafe,Risk 2 (Medium),7089 Main St,Chicago,IL,60642,L8746043,2017-06-08,188,0,1,7
576,Restaurant_576,Grocery Store,Risk 2 (Medium),2974 Main St,Chicago,IL,60618,L7520870,2021-03-18,187,1,0,4
577,Restaurant_577,Cafe,Risk 3 (Low),2484 Main St,Chicago,IL,60642,L7479104,2020-12-23,95,0,1,4
578,Restaurant_578,Food Truck,Risk 1 (High),8066 Main St,Chicago,IL,60601,L3085557,2024-06-30,35,1,0,0
579,Restaurant_579,Food Truck,Risk 3 (Low),8597 Main St,Chicago,IL,60603,L5022544,2019-07-13,92,1,0,5
580,Restaurant_580,Cafe,Risk 3 (Low),883 Main St,Chicago,IL,60653,L2743932,2025-05-22,85,0,1,0
581,Restaurant_581,Grocery Store,Risk 2 (Medium),2153 Main St,Chicago,IL,60637,L5675650,2017-07-24,188,0,0,7
582,Restaurant_582,Bakery,Risk 2 (Medium),4625 Main St,Chicago,IL,60616,L2509316,2023-01-31,60,1,0,2
583,Restaurant_583,Cafe,Risk 3 (Low),9256 Main St,Chicago,IL,60638,L1125261,2015-07-13,130,1,0,9
584,Restaurant_584,Restaurant,Risk 2 (Medium),7748 Main St,Chicago,IL,60667,L6395863,2016-05-20,62,1,0,9
585,Restaurant_585,Grocery Store,Risk 3 (Low),5255 Main St,Chicago,IL,60668,L1258289,2017-03-12,54,1,0,8
586,Restaurant_586,Cafe,Risk 1 (High),6804 Main St,Chicago,IL,60650,L3545873,2021-04-06,153,1,0,4
587,Restaurant_587,Grocery Store,Risk 2 (Medium),9223 Main St,Chicago,IL,60646,L9072313,2020-07-22,95,0,1,4
588,Restaurant_588,Bakery,Risk 1 (High),312 Main St,Chicago,IL,60692,L2719593,2017-04-14,150,0,0,8
589,Restaurant_589,Grocery Store,Risk 3 (Low),5123 Main St,Chicago,IL,60632,L2923387,2022-06-26,123,1,1,2
590,Restaurant_590,Restaurant,Risk 2 (Medium),7498 Main St,Chicago,IL,60636,L5817839,2022-02-24,89,0,1,3
591,Restaurant_591,Food Truck,Risk 1 (High),9951 Main St,Chicago,IL,60629,L7084372,2019-07-29,126,0,1,5
592,Restaurant_592,Grocery Store,Risk 3 (Low),7144 Main St,Chicago,IL,60686,L9767461,2023-05-23,150,0,1,2
593,Restaurant_593,Restaurant,Risk 2 (Medium),6273 Main St,Chicago,IL,60626,L8075782,2020-07-18,157,1,1,4
594,Restaurant_594,Grocery Store,Risk 2 (Medium),6431 Main St,Chicago,IL,60619,L8451184,2021-02-04,133,1,0,4
595,Restaurant_595,Bakery,Risk 2 (Medium),2609 Main St,Chicago,IL,60660,L5469657,2019-09-17,56,0,0,5
596,Restaurant_596,Bakery,Risk 1 (High),2380 Main St,Chicago,IL,60693,L6168731,2018-11-07,179,0,1,6
597,Restaurant_597,Food Truck,Risk 1 (High),3040 Main St,Chicago,IL,60655,L5128726,2018-02-07,30,1,0,7
598,Restaurant_598,Bakery,Risk 2 (Medium),8110 Main St,Chicago,IL,60623,L7532072,2022-05-04,60,0,1,3
599,Restaurant_599,Food Truck,Risk 1 (High),5544 Main St,Chicago,IL,60644,L7349398,2020-02-04,30,0,1,5
600,Restaurant_600,Grocery Store,Risk 1 (High),3821 Main St,Chicago,IL,60662,L4254432,2025-03-24,56,0,1,0
601,Restaurant_601,Cafe,Risk 2 (Medium),7133 Main St,Chicago,IL,60613,L8974211,2023-07-31,20,1,1,1
602,Restaurant_602,Cafe,Risk 2 (Medium),4963 Main St,Chicago,IL,60696,L7236400,2022-02-15,44,1,1,3
603,Restaurant_603,Bakery,Risk 1 (High),1880 Main St,Chicago,IL,60621,L6604586,2020-09-11,91,1,1,4
604,Restaurant_604,Food Truck,Risk 2 (Medium),9127 Main St,Chicago,IL,60659,L7112973,2025-04-09,155,1,0,0
605,Restaurant_605,Food Truck,Risk 2 (Medium),8889 Main St,Chicago,IL,60601,L3316255,2020-01-19,34,1,1,5
606,Restaurant_606,Cafe,Risk 1 (High),3370 Main St,Chicago,IL,60694,L6973637,2024-04-05,86,0,0,1
607,Restaurant_607,Cafe,Risk 3 (Low),1367 Main St,Chicago,IL,60665,L8164647,2015-11-07,77,0,1,9
608,Restaurant_608,Grocery Store,Risk 2 (Medium),5464 Main St,Chicago,IL,60627,L4213391,2018-10-30,147,1,1,6
609,Restaurant_609,Cafe,Risk 1 (High),2048 Main St,Chicago,IL,60660,L6489002,2020-04-29,64,0,0,5
610,Restaurant_610,Restaurant,Risk 1 (High),3693 Main St,Chicago,IL,60650,L3946248,2020-10-23,33,1,0,4
611,Restaurant_611,Bakery,Risk 2 (Medium),6823 Main St,Chicago,IL,60641,L3716631,2021-04-05,69,0,0,4
612,Restaurant_612,Food Truck,Risk 1 (High),5844 Main St,Chicago,IL,60682,L2586774,2016-01-20,145,0,0,9
613,Restaurant_613,Bakery,Risk 1 (High),4696 Main St,Chicago,IL,60667,L6881133,2023-03-11,90,1,0,2
614,Restaurant_614,Restaurant,Risk 1 (High),8432 Main St,Chicago,IL,60697,L1610610,2024-02-04,109,1,1,1
615,Restaurant_615,Food Truck,Risk 2 (Medium),5520 Main St,Chicago,IL,60675,L9763659,2016-02-19,65,1,1,9
616,Restaurant_616,Food Truck,Risk 2 (Medium),2624 Main St,Chicago,IL,60646,L1581971,2022-03-14,184,0,1,3
617,Restaurant_617,Restaurant,Risk 2 (Medium),6926 Main St,Chicago,IL,60681,L6409640,2016-08-04,26,0,0,8
618,Restaurant_618,Restaurant,Risk 2 (Medium),3895 Main St,Chicago,IL,60633,L2733127,2019-05-25,161,1,1,6
619,Restaurant_619,Cafe,Risk 2 (Medium),33 Main St,Chicago,IL,60601,L6023234,2017-07-28,123,0,1,7
620,Restaurant_620,Grocery Store,Risk 3 (Low),6078 Main St,Chicago,IL,60688,L2225508,2018-05-01,33,1,0,7
621,Restaurant_621,Food Truck,Risk 3 (Low),9643 Main St,Chicago,IL,60627,L1008260,2015-12-24,123,0,1,9
622,Restaurant_622,Cafe,Risk 1 (High),3410 Main St,Chicago,IL,60616,L1959964,2022-09-25,90,0,0,2
623,Restaurant_623,Cafe,Risk 1 (High),1500 Main St,Chicago,IL,60628,L7421867,2022-04-16,22,0,0,3
624,Restaurant_624,Grocery Store,Risk 2 (Medium),3860 Main St,Chicago,IL,60644,L8774909,2018-03-09,163,1,0,7
625,Restaurant_625,Bakery,Risk 3 (Low),7376 Main St,Chicago,IL,60694,L9851371,2025-05-08,103,0,1,0
626,Restaurant_626,Cafe,Risk 2 (Medium),884 Main St,Chicago,IL,60646,L3673467,2025-05-29,80,1,0,0
627,Restaurant_627,Bakery,Risk 3 (Low),1026 Main St,Chicago,IL,60653,L8769629,2017-03-28,65,1,1,8
628,Restaurant_628,Bakery,Risk 2 (Medium),8121 Main St,Chicago,IL,60616,L9276512,2023-06-09,73,1,0,1
629,Restaurant_629,Grocery Store,Risk 2 (Medium),2927 Main St,Chicago,IL,60648,L2394338,2015-12-22,44,0,0,9
630,Restaurant_630,Grocery Store,Risk 1 (High),7463 Main St,Chicago,IL,60697,L7024900,2020-05-20,41,1,0,5
631,Restaurant_631,Cafe,Risk 1 (High),6017 Main St,Chicago,IL,60690,L2834071,2019-09-07,160,1,1,5
632,Restaurant_632,Bakery,Risk 1 (High),7880 Main St,Chicago,IL,60622,L9347506,2018-10-09,60,0,0,6
633,Restaurant_633,Grocery Store,Risk 2 (Medium),8215 Main St,Chicago,IL,60644,L2181849,2021-03-30,174,0,0,4
634,Restaurant_634,Grocery Store,Risk 1 (High),1149 Main St,Chicago,IL,60646,L4723998,2015-12-25,159,1,1,9
635,Restaurant_635,Bakery,Risk 3 (Low),8107 Main St,Chicago,IL,60690,L5626914,2021-12-13,36,1,0,3
636,Restaurant_636,Cafe,Risk 2 (Medium),7088 Main St,Chicago,IL,60635,L9865344,2019-10-02,78,0,1,5
637,Restaurant_637,Grocery Store,Risk 3 (Low),7796 Main St,Chicago,IL,60676,L6975260,2018-11-28,109,0,1,6
638,Restaurant_638,Bakery,Risk 2 (Medium),4686 Main St,Chicago,IL,60639,L4524802,2018-08-12,76,0,0,6
639,Restaurant_639,Food Truck,Risk 2 (Medium),3937 Main St,Chicago,IL,60658,L4236080,2016-04-27,23,1,0,9
640,Restaurant_640,Cafe,Risk 3 (Low),5391 Main St,Chicago,IL,60651,L4804608,2022-08-07,184,1,0,2
641,Restaurant_641,Food Truck,Risk 1 (High),599 Main St,Chicago,IL,60679,L9204530,2019-05-30,114,1,1,6
642,Restaurant_642,Grocery Store,Risk 2 (Medium),8081 Main St,Chicago,IL,60698,L3668137,2020-05-01,78,0,1,5
643,Restaurant_643,Grocery Store,Risk 3 (Low),598 Main St,Chicago,IL,60676,L6142495,2018-08-24,172,1,1,6
644,Restaurant_644,Restaurant,Risk 2 (Medium),7918 Main St,Chicago,IL,60690,L6020403,2024-09-02,180,1,1,0
645,Restaurant_645,Grocery Store,Risk 1 (High),976 Main St,Chicago,IL,60678,L4290389,2024-02-29,41,1,0,1
646,Restaurant_646,Grocery Store,Risk 1 (High),9666 Main St,Chicago,IL,60694,L7563374,2016-01-09,67,0,0,9
647,Restaurant_647,Cafe,Risk 1 (High),1746 Main St,Chicago,IL,60692,L7973369,2019-04-17,47,0,1,6
648,Restaurant_648,Grocery Store,Risk 2 (Medium),5067 Main St,Chicago,IL,60619,L1074326,2022-04-25,99,0,0,3
649,Restaurant_649,Bakery,Risk 3 (Low),9626 Main St,Chicago,IL,60639,L9752740,2017-10-10,190,0,0,7
650,Restaurant_650,Restaurant,Risk 2 (Medium),9833 Main St,Chicago,IL,60610,L6398588,2022-10-19,20,0,0,2
651,Restaurant_651,Restaurant,Risk 1 (High),2341 Main St,Chicago,IL,60641,L5763026,2016-03-12,143,0,0,9
652,Restaurant_652,Cafe,Risk 1 (High),752 Main St,Chicago,IL,60611,L2739415,2024-11-09,60,0,0,0
653,Restaurant_653,Food Truck,Risk 1 (High),959 Main St,Chicago,IL,60699,L8166514,2020-12-06,78,1,0,4
